machine_id,date,location,operating_hours,fuel_consumed_liters,idle_time_minutes,avg_speed_kmh,engine_hours_total,fault_code
JD-010,2024-05-05,Aurangabad,6.0,94.43,27.78,8.83,1174.51,NONE
JD-010,2024-05-06,Aurangabad,8.03,128.43,26.42,6.57,1182.54,NONE
JD-010,2024-05-07,Aurangabad,6.85,106.03,37.44,21.34,1189.39,NONE
JD-010,2024-05-08,Aurangabad,11.68,182.98,39.33,14.87,1201.07,NONE
JD-010,2024-05-09,Aurangabad,4.32,71.29,31.48,8.04,1205.39,NONE
JD-010,2024-05-10,Aurangabad,9.33,125.76,38.69,16.74,1214.72,NONE
JD-010,2024-05-11,Aurangabad,7.57,119.98,27.26,13.97,1222.29,NONE
JD-010,2024-05-12,Aurangabad,8.3,125.46,45.75,12.9,1230.59,NONE
JD-010,2024-05-13,Aurangabad,9.17,118.24,51.05,12.66,1239.76,NONE
JD-010,2024-05-14,Aurangabad,9.84,121.31,25.13,14.74,1249.59,NONE
JD-010,2024-05-15,Aurangabad,11.03,160.14,50.95,14.68,1260.62,NONE
JD-010,2024-05-16,Aurangabad,7.92,101.13,46.42,9.94,1268.54,NONE
JD-010,2024-05-17,Aurangabad,11.2,181.18,51.43,15.4,1279.74,NONE
JD-010,2024-05-18,Aurangabad,9.42,146.99,22.49,17.02,1289.16,E002
JD-010,2024-05-19,Aurangabad,4.27,61.53,23.34,8.66,1293.43,NONE
JD-010,2024-05-20,Aurangabad,6.92,97.67,40.02,6.49,1300.35,NONE
JD-010,2024-05-21,Aurangabad,8.03,104.66,38.27,17.75,1308.38,NONE
JD-010,2024-05-22,Aurangabad,8.45,130.49,29.78,20.3,1316.84,NONE
JD-010,2024-05-23,Aurangabad,7.46,106.99,40.91,5.37,1324.3,NONE
JD-010,2024-05-24,Aurangabad,9.23,137.73,28.86,6.72,1333.53,NONE
JD-010,2024-05-25,Aurangabad,4.73,76.75,42.38,7.54,1338.26,E001
JD-010,2024-05-26,Aurangabad,6.85,101.47,47.59,5.87,1345.11,NONE
JD-010,2024-05-27,Aurangabad,5.89,94.82,18.14,9.03,1351.0,NONE
JD-010,2024-05-28,Aurangabad,11.67,173.87,27.14,6.34,1362.68,NONE
JD-010,2024-05-29,Aurangabad,4.23,56.21,49.23,13.32,1366.9,NONE
JD-010,2024-05-30,Aurangabad,9.76,158.29,32.36,8.83,1376.66,NONE
JD-010,2024-05-31,Aurangabad,8.14,131.57,46.48,6.32,1384.8,E003
JD-010,2024-06-01,Aurangabad,9.54,140.41,50.16,7.45,1394.34,NONE
JD-010,2024-06-02,Aurangabad,8.27,132.74,32.43,14.64,1402.61,E001
JD-010,2024-06-03,Aurangabad,4.56,61.37,29.38,23.9,1407.18,NONE
JD-010,2024-06-04,Aurangabad,6.26,89.14,41.74,8.24,1413.44,NONE
JD-010,2024-06-05,Aurangabad,7.89,121.82,48.71,17.53,1421.33,NONE
JD-010,2024-06-06,Aurangabad,9.35,119.63,51.52,7.65,1430.68,NONE
JD-010,2024-06-07,Aurangabad,10.2,136.54,51.09,19.4,1440.88,NONE
JD-010,2024-06-08,Aurangabad,10.03,132.32,33.61,17.36,1450.91,NONE
JD-010,2024-06-09,Aurangabad,10.16,128.97,52.11,22.8,1461.07,NONE
JD-010,2024-06-10,Aurangabad,6.16,97.38,36.29,14.24,1467.23,NONE
JD-010,2024-06-11,Aurangabad,6.52,96.14,43.83,13.22,1473.75,NONE
JD-010,2024-06-12,Aurangabad,9.03,137.92,43.16,6.04,1482.78,NONE
JD-010,2024-06-13,Aurangabad,10.88,154.75,27.17,9.84,1493.66,E001
JD-010,2024-06-14,Aurangabad,7.86,126.44,31.3,19.99,1501.52,NONE
JD-010,2024-06-15,Aurangabad,4.77,68.29,53.16,20.41,1506.3,NONE
JD-010,2024-06-16,Aurangabad,5.68,81.92,26.14,13.19,1511.98,NONE
JD-010,2024-06-17,Aurangabad,10.24,159.53,25.95,23.44,1522.22,NONE
JD-010,2024-06-18,Aurangabad,8.74,121.38,35.7,17.1,1530.96,NONE
JD-010,2024-06-19,Aurangabad,8.48,121.65,35.81,8.53,1539.44,NONE
JD-010,2024-06-20,Aurangabad,10.5,153.18,22.49,20.32,1549.95,NONE
JD-010,2024-06-21,Aurangabad,11.46,187.24,30.97,7.71,1561.4,NONE
JD-010,2024-06-22,Aurangabad,8.15,103.73,51.1,8.67,1569.55,NONE
JD-010,2024-06-23,Aurangabad,6.02,84.32,31.47,20.89,1575.57,NONE
JD-010,2024-06-24,Aurangabad,7.65,99.33,27.34,15.18,1583.22,NONE
JD-010,2024-06-25,Aurangabad,5.18,77.12,37.98,19.29,1588.4,NONE
JD-010,2024-06-26,Aurangabad,11.5,186.18,51.53,9.89,1599.91,NONE
JD-010,2024-06-27,Aurangabad,5.05,68.47,49.71,24.44,1604.96,NONE
JD-010,2024-06-28,Aurangabad,10.87,138.33,51.58,13.47,1615.83,NONE
JD-011,2024-01-01,Nashik,8.35,64.09,22.65,17.26,65.26,NONE
JD-011,2024-01-02,Nashik,10.95,92.61,21.74,21.39,76.21,E001
JD-011,2024-01-03,Nashik,11.24,80.34,24.01,10.69,87.46,NONE
JD-011,2024-01-04,Nashik,4.38,37.08,31.71,8.26,91.83,NONE
JD-011,2024-01-05,Nashik,10.5,93.66,32.91,10.31,102.33,NONE
JD-011,2024-01-06,Nashik,11.23,85.71,24.49,6.01,113.56,E002
JD-011,2024-01-07,Nashik,4.35,37.41,21.98,10.13,117.91,NONE
JD-011,2024-01-08,Nashik,5.52,46.82,11.65,21.12,123.44,NONE
JD-011,2024-01-09,Nashik,4.63,33.91,20.62,14.7,128.07,NONE
JD-011,2024-01-10,Nashik,6.84,52.2,34.07,17.83,134.91,NONE
JD-011,2024-01-11,Nashik,4.19,33.07,32.0,11.03,139.1,NONE
JD-011,2024-01-12,Nashik,4.76,41.34,25.74,16.41,143.86,NONE
JD-011,2024-01-13,Nashik,4.43,31.87,26.12,9.16,148.28,NONE
JD-011,2024-01-14,Nashik,8.03,65.66,18.23,23.97,156.32,E001
JD-011,2024-01-15,Nashik,10.74,92.4,13.45,7.12,167.06,NONE
JD-011,2024-01-16,Nashik,7.94,57.54,34.4,8.17,175.0,NONE
JD-011,2024-01-17,Nashik,7.9,61.12,26.52,7.58,182.9,NONE
JD-011,2024-01-18,Nashik,7.44,55.97,32.3,5.81,190.34,NONE
JD-011,2024-01-19,Nashik,11.31,100.33,18.56,20.79,201.65,NONE
JD-011,2024-01-20,Nashik,4.25,39.08,23.89,11.07,205.9,E003
JD-011,2024-01-21,Nashik,6.9,48.42,34.66,5.79,212.8,NONE
JD-011,2024-01-22,Nashik,9.24,73.24,33.72,9.92,222.04,NONE
JD-011,2024-01-23,Nashik,8.26,66.24,27.99,6.36,230.3,E001
JD-011,2024-01-24,Nashik,5.55,40.93,28.81,8.78,235.85,E002
JD-011,2024-01-25,Nashik,8.59,63.35,31.69,23.84,244.44,E001
JD-011,2024-01-26,Nashik,8.15,62.8,17.08,6.0,252.58,NONE
JD-011,2024-01-27,Nashik,6.15,51.88,24.05,23.88,258.73,NONE
JD-011,2024-01-28,Nashik,7.17,61.19,23.02,15.25,265.9,NONE
JD-011,2024-01-29,Nashik,6.14,48.87,22.59,19.13,272.04,NONE
JD-011,2024-01-30,Nashik,11.53,88.19,12.62,14.93,283.57,E003
JD-011,2024-01-31,Nashik,8.36,60.69,29.33,24.7,291.93,NONE
JD-011,2024-02-01,Nashik,11.57,84.81,32.01,19.09,303.49,E003
JD-011,2024-02-02,Nashik,7.63,62.29,31.41,14.6,311.12,NONE
JD-011,2024-02-03,Nashik,6.99,56.23,25.11,8.78,318.11,NONE
JD-011,2024-02-04,Nashik,11.21,95.11,26.37,6.99,329.31,E001
JD-011,2024-02-05,Nashik,8.83,63.14,13.47,15.55,338.15,NONE
JD-011,2024-02-06,Nashik,7.22,59.8,13.71,13.62,345.37,NONE
JD-011,2024-02-07,Nashik,5.4,49.9,24.69,18.75,350.77,NONE
JD-011,2024-02-08,Nashik,6.6,46.78,34.35,10.73,357.37,NONE
JD-011,2024-02-09,Nashik,7.39,62.29,12.21,21.21,364.76,NONE
JD-011,2024-02-10,Nashik,8.29,62.43,13.07,8.25,373.06,NONE
JD-011,2024-02-11,Nashik,11.16,95.03,17.45,6.31,384.22,NONE
JD-011,2024-02-12,Nashik,9.52,78.49,21.05,12.27,393.74,NONE
JD-011,2024-02-13,Nashik,5.73,48.6,34.23,8.51,399.48,NONE
JD-011,2024-02-14,Nashik,8.78,69.18,22.03,10.08,408.25,NONE
JD-011,2024-02-15,Nashik,10.6,85.12,24.28,11.1,418.85,NONE
JD-011,2024-02-16,Nashik,5.45,38.53,28.25,8.92,424.31,NONE
JD-011,2024-02-17,Nashik,9.52,74.26,21.31,14.38,433.83,NONE
JD-011,2024-02-18,Nashik,6.94,49.28,18.84,18.27,440.77,NONE
JD-011,2024-02-19,Nashik,9.33,70.39,22.34,8.87,450.1,NONE
JD-011,2024-02-20,Nashik,5.68,39.28,32.5,9.21,455.78,NONE
JD-011,2024-02-21,Nashik,5.82,43.84,14.6,17.79,461.6,NONE
JD-011,2024-02-22,Nashik,4.6,33.04,26.64,11.79,466.2,NONE
JD-011,2024-02-23,Nashik,9.66,79.28,17.59,18.02,475.86,NONE
JD-011,2024-02-24,Nashik,4.93,40.2,21.81,10.36,480.79,NONE
JD-011,2024-02-25,Nashik,8.83,79.17,34.88,17.16,489.63,NONE
JD-011,2024-02-26,Nashik,7.24,53.56,17.62,14.59,496.86,NONE
JD-011,2024-02-27,Nashik,6.94,62.9,20.21,12.47,503.8,NONE
JD-011,2024-02-28,Nashik,7.07,62.76,26.78,17.28,510.87,NONE
JD-011,2024-02-29,Nashik,6.67,58.95,12.53,22.42,517.54,NONE
JD-011,2024-03-01,Nashik,8.1,63.35,23.21,18.35,525.65,NONE
JD-011,2024-03-02,Nashik,4.1,36.77,22.03,11.86,529.75,E001
JD-011,2024-03-03,Nashik,5.11,40.43,23.19,13.07,534.85,NONE
JD-011,2024-03-04,Nashik,9.43,74.24,34.01,16.99,544.28,NONE
JD-011,2024-03-05,Nashik,10.46,74.47,20.88,11.74,554.74,NONE
JD-011,2024-03-06,Nashik,8.56,76.48,13.46,6.45,563.3,NONE
JD-011,2024-03-07,Nashik,10.8,79.62,27.2,15.86,574.1,NONE
JD-011,2024-03-08,Nashik,10.66,76.33,14.66,16.14,584.76,NONE
JD-011,2024-03-09,Nashik,11.57,90.94,19.24,17.13,596.34,NONE
JD-011,2024-03-10,Nashik,11.44,101.62,34.8,5.45,607.78,NONE
JD-011,2024-03-11,Nashik,4.9,40.84,30.73,10.7,612.68,NONE
JD-011,2024-03-12,Nashik,5.91,51.8,12.95,12.39,618.6,NONE
JD-011,2024-03-13,Nashik,8.05,66.07,28.59,12.1,626.64,NONE
JD-011,2024-03-14,Nashik,8.9,73.63,24.38,17.81,635.54,NONE
JD-011,2024-03-15,Nashik,6.08,42.89,14.41,9.49,641.62,NONE
JD-011,2024-03-16,Nashik,8.0,71.13,27.96,20.78,649.62,NONE
JD-011,2024-03-17,Nashik,6.81,53.34,20.8,8.84,656.43,NONE
JD-011,2024-03-18,Nashik,4.49,37.2,34.66,8.34,660.92,NONE
JD-011,2024-03-19,Nashik,4.37,38.23,17.51,21.59,665.29,NONE
JD-011,2024-03-20,Nashik,9.63,88.07,21.15,18.24,674.92,NONE
JD-011,2024-03-21,Nashik,7.72,64.69,22.1,8.77,682.64,NONE
JD-011,2024-03-22,Nashik,8.06,65.59,30.5,19.71,690.71,NONE
JD-011,2024-03-23,Nashik,9.31,66.38,28.41,15.01,700.02,NONE
JD-011,2024-03-24,Nashik,11.15,101.28,12.92,21.41,711.17,NONE
JD-011,2024-03-25,Nashik,4.3,33.31,24.26,7.96,715.47,NONE
JD-011,2024-03-26,Nashik,9.97,68.55,15.56,16.62,725.44,NONE
JD-011,2024-03-27,Nashik,9.72,88.15,28.05,18.44,735.16,NONE
JD-011,2024-03-28,Nashik,7.15,49.07,14.43,15.69,742.31,NONE
JD-011,2024-03-29,Nashik,9.4,73.94,28.64,15.44,751.71,NONE
JD-011,2024-03-30,Nashik,4.59,33.62,31.18,19.5,756.3,NONE
JD-011,2024-03-31,Nashik,11.16,79.67,34.68,9.19,767.46,NONE
JD-011,2024-04-01,Nashik,4.09,37.95,18.18,18.36,771.56,NONE
JD-011,2024-04-02,Nashik,5.41,44.71,32.67,11.4,776.97,NONE
JD-011,2024-04-03,Nashik,9.36,68.44,26.18,11.73,786.33,NONE
JD-011,2024-04-04,Nashik,5.69,43.32,15.8,23.04,792.02,NONE
JD-011,2024-04-05,Nashik,7.18,53.46,22.07,11.41,799.2,NONE
JD-011,2024-04-06,Nashik,9.96,91.64,21.83,22.22,809.16,NONE
JD-011,2024-04-07,Nashik,8.53,61.7,27.71,15.27,817.68,NONE
JD-011,2024-04-08,Nashik,9.2,82.92,21.89,23.02,826.89,NONE
JD-011,2024-04-09,Nashik,10.01,80.42,25.67,11.51,836.89,NONE
JD-011,2024-04-10,Nashik,11.87,100.53,12.66,11.53,848.76,NONE
JD-011,2024-04-11,Nashik,8.99,62.83,12.19,14.0,857.75,NONE
JD-011,2024-04-12,Nashik,6.66,52.73,17.75,8.29,864.41,NONE
JD-011,2024-04-13,Nashik,9.51,77.06,16.29,11.39,873.92,NONE
JD-011,2024-04-14,Nashik,8.73,61.4,15.07,6.46,882.66,NONE
JD-011,2024-04-15,Nashik,10.5,91.08,29.17,19.33,893.16,NONE
JD-011,2024-04-16,Nashik,9.36,74.93,26.58,5.77,902.51,NONE
JD-011,2024-04-17,Nashik,8.97,78.39,23.28,12.15,911.48,NONE
JD-011,2024-04-18,Nashik,6.22,52.31,27.76,22.42,917.7,NONE
JD-011,2024-04-19,Nashik,6.74,58.75,24.7,22.66,924.44,NONE
JD-011,2024-04-20,Nashik,8.22,66.67,25.08,19.99,932.66,NONE
JD-011,2024-04-21,Nashik,11.72,82.41,12.88,23.75,944.38,NONE
JD-011,2024-04-22,Nashik,8.24,68.74,22.86,6.87,952.62,NONE
JD-011,2024-04-23,Nashik,10.14,87.89,18.89,11.12,962.76,NONE
JD-011,2024-04-24,Nashik,10.7,75.25,32.14,10.13,973.47,NONE
JD-011,2024-04-25,Nashik,8.74,79.74,27.42,13.29,982.21,NONE
JD-011,2024-04-26,Nashik,9.52,73.16,18.09,24.93,991.73,NONE
JD-011,2024-04-27,Nashik,10.01,84.21,19.9,5.98,1001.73,NONE
JD-011,2024-04-28,Nashik,4.25,34.82,29.37,15.75,1005.98,NONE
JD-011,2024-04-29,Nashik,10.73,74.4,20.17,9.74,1016.71,NONE
JD-011,2024-04-30,Nashik,7.58,53.28,33.84,9.47,1024.29,NONE
JD-011,2024-05-01,Nashik,11.38,89.73,34.57,16.08,1035.66,NONE
JD-011,2024-05-02,Nashik,11.45,78.62,29.05,23.06,1047.11,NONE
JD-011,2024-05-03,Nashik,5.12,36.27,21.52,23.67,1052.23,NONE
JD-011,2024-05-04,Nashik,8.34,67.81,14.92,5.02,1060.57,NONE
JD-011,2024-05-05,Nashik,10.48,74.07,26.39,23.29,1071.05,E003
JD-011,2024-05-06,Nashik,5.67,47.99,13.47,17.08,1076.72,E001
JD-011,2024-05-07,Nashik,5.31,45.87,18.65,14.27,1082.03,NONE
JD-011,2024-05-08,Nashik,8.8,63.94,28.9,11.05,1090.83,E001
JD-011,2024-05-09,Nashik,9.3,67.31,27.65,7.56,1100.12,NONE
JD-011,2024-05-10,Nashik,7.4,55.18,29.05,10.24,1107.53,NONE
JD-011,2024-05-11,Nashik,11.05,99.63,16.21,17.28,1118.58,NONE
JD-011,2024-05-12,Nashik,4.7,36.69,28.24,18.19,1123.28,NONE
JD-011,2024-05-13,Nashik,9.0,67.83,20.43,7.06,1132.28,E002
JD-011,2024-05-14,Nashik,9.75,78.74,28.13,9.98,1142.03,NONE
JD-011,2024-05-15,Nashik,6.6,50.55,12.23,11.82,1148.63,NONE
JD-011,2024-05-16,Nashik,10.43,94.11,23.7,14.11,1159.05,E003
JD-011,2024-05-17,Nashik,4.25,38.15,11.94,23.9,1163.3,NONE
JD-011,2024-05-18,Nashik,7.91,60.8,33.14,5.49,1171.21,NONE
JD-011,2024-05-19,Nashik,8.65,70.8,16.74,13.58,1179.87,NONE
JD-011,2024-05-20,Nashik,9.22,79.41,11.65,23.74,1189.08,NONE
JD-011,2024-05-21,Nashik,5.32,39.45,17.77,5.76,1194.4,NONE
JD-011,2024-05-22,Nashik,4.98,46.07,18.97,7.31,1199.38,NONE
JD-011,2024-05-23,Nashik,4.86,41.74,31.52,10.14,1204.24,NONE
JD-011,2024-05-24,Nashik,4.17,30.82,12.95,7.07,1208.41,NONE
JD-011,2024-05-25,Nashik,7.45,55.23,23.64,10.07,1215.86,NONE
JD-011,2024-05-26,Nashik,11.52,104.26,24.83,12.09,1227.38,NONE
JD-011,2024-05-27,Nashik,7.05,55.35,28.57,14.03,1234.43,NONE
JD-011,2024-05-28,Nashik,10.85,99.2,19.45,16.21,1245.29,NONE
JD-011,2024-05-29,Nashik,4.76,34.94,21.26,9.12,1250.05,NONE
JD-011,2024-05-30,Nashik,11.01,79.71,22.24,17.11,1261.06,NONE
JD-011,2024-05-31,Nashik,9.53,74.2,31.86,16.37,1270.59,NONE
JD-011,2024-06-01,Nashik,7.52,52.75,22.45,21.41,1278.11,NONE
JD-011,2024-06-02,Nashik,8.92,79.08,23.13,7.37,1287.03,NONE
JD-011,2024-06-03,Nashik,4.11,31.18,27.88,20.81,1291.14,NONE
JD-011,2024-06-04,Nashik,6.37,51.28,21.44,13.21,1297.5,NONE
JD-011,2024-06-05,Nashik,5.85,42.04,16.21,6.11,1303.35,NONE
JD-011,2024-06-06,Nashik,5.59,38.41,26.23,11.33,1308.94,NONE
JD-011,2024-06-07,Nashik,11.79,86.32,19.68,12.16,1320.72,NONE
JD-011,2024-06-08,Nashik,4.07,36.14,12.38,23.8,1324.79,NONE
JD-011,2024-06-09,Nashik,11.14,90.78,24.29,18.08,1335.93,NONE
JD-011,2024-06-10,Nashik,7.1,59.76,12.68,6.08,1343.02,E001
JD-011,2024-06-11,Nashik,7.66,62.68,32.3,7.09,1350.68,NONE
JD-011,2024-06-12,Nashik,10.58,77.92,20.81,11.33,1361.26,NONE
JD-011,2024-06-13,Nashik,7.2,51.99,23.35,21.03,1368.46,NONE
JD-011,2024-06-14,Nashik,7.53,60.58,31.39,19.12,1376.0,NONE
JD-011,2024-06-15,Nashik,7.92,59.26,32.23,16.54,1383.92,NONE
JD-011,2024-06-16,Nashik,5.77,43.31,30.33,5.88,1389.69,NONE
JD-011,2024-06-17,Nashik,11.94,85.6,30.16,12.9,1401.63,NONE
JD-011,2024-06-18,Nashik,7.94,71.33,21.25,15.75,1409.56,NONE
JD-011,2024-06-19,Nashik,4.39,30.15,17.33,18.61,1413.96,NONE
JD-011,2024-06-20,Nashik,4.97,35.44,21.2,17.96,1418.93,NONE
JD-011,2024-06-21,Nashik,9.7,70.66,13.49,23.81,1428.63,NONE
JD-011,2024-06-22,Nashik,6.09,54.28,31.73,20.45,1434.71,NONE
JD-011,2024-06-23,Nashik,5.35,47.32,29.54,16.93,1440.06,NONE
JD-011,2024-06-24,Nashik,6.7,50.17,14.47,15.2,1446.76,NONE
JD-011,2024-06-25,Nashik,8.68,67.07,22.7,12.27,1455.44,NONE
JD-011,2024-06-26,Nashik,9.13,82.48,15.45,12.63,1464.57,NONE
JD-011,2024-06-27,Nashik,5.13,42.9,28.6,23.64,1469.7,NONE
JD-011,2024-06-28,Nashik,6.23,57.04,13.11,17.06,1475.93,NONE
JD-012,2024-01-01,Pune,9.35,86.4,23.94,5.77,138.83,NONE
JD-012,2024-01-02,Pune,11.03,87.52,23.15,14.37,149.86,E003
JD-012,2024-01-03,Pune,8.79,63.42,28.53,5.66,158.64,NONE
JD-012,2024-01-04,Pune,7.36,69.18,54.58,17.74,166.01,NONE
JD-012,2024-01-05,Pune,5.29,49.88,37.41,8.07,171.3,NONE
JD-012,2024-01-06,Pune,11.37,102.92,45.34,19.18,182.67,NONE
JD-012,2024-01-07,Pune,5.6,42.98,43.74,9.39,188.28,NONE
JD-012,2024-01-08,Pune,7.51,68.41,47.27,14.07,195.79,NONE
JD-012,2024-01-09,Pune,10.34,95.66,42.51,9.57,206.12,NONE
JD-012,2024-01-10,Pune,6.19,49.12,22.71,10.46,212.31,NONE
JD-012,2024-01-11,Pune,5.68,47.04,51.85,7.09,217.99,E003
JD-012,2024-01-12,Pune,9.76,86.61,21.93,23.45,227.75,NONE
JD-012,2024-01-13,Pune,8.55,68.87,46.26,10.15,236.3,NONE
JD-012,2024-01-14,Pune,9.55,69.13,49.31,13.96,245.85,NONE
JD-012,2024-01-15,Pune,9.09,70.0,43.33,20.44,254.94,NONE
JD-012,2024-01-16,Pune,7.79,67.71,35.21,22.88,262.73,NONE
JD-012,2024-01-17,Pune,7.98,73.93,47.91,13.21,270.71,NONE
JD-012,2024-01-18,Pune,5.84,47.68,48.82,9.55,276.55,NONE
JD-012,2024-01-19,Pune,8.2,75.16,31.42,17.84,284.75,NONE
JD-012,2024-01-20,Pune,5.97,44.23,47.65,6.98,290.71,NONE
JD-012,2024-01-21,Pune,6.17,57.36,31.16,24.46,296.88,NONE
JD-012,2024-01-22,Pune,11.84,92.52,19.92,19.1,308.72,NONE
JD-012,2024-01-23,Pune,7.61,56.25,44.45,5.62,316.33,NONE
JD-012,2024-01-24,Pune,10.96,82.09,23.09,8.51,327.29,NONE
JD-012,2024-01-25,Pune,11.68,103.82,47.91,12.95,338.97,NONE
JD-012,2024-01-26,Pune,6.69,51.72,36.1,16.04,345.66,NONE
JD-012,2024-01-27,Pune,9.05,70.51,53.33,8.4,354.72,NONE
JD-012,2024-01-28,Pune,11.73,84.16,36.12,11.67,366.44,NONE
JD-012,2024-01-29,Pune,7.59,65.13,34.44,13.3,374.04,NONE
JD-012,2024-01-30,Pune,9.86,87.46,49.08,10.0,383.9,NONE
JD-012,2024-01-31,Pune,8.88,76.47,32.02,14.72,392.77,NONE
JD-012,2024-02-01,Pune,6.51,48.81,26.28,7.11,399.28,NONE
JD-012,2024-02-02,Pune,9.46,83.34,53.4,19.59,408.75,NONE
JD-012,2024-02-03,Pune,4.42,41.37,50.16,13.87,413.17,NONE
JD-012,2024-02-04,Pune,8.69,83.39,38.0,23.11,421.85,NONE
JD-012,2024-02-05,Pune,4.66,35.55,34.63,16.7,426.52,NONE
JD-012,2024-02-06,Pune,10.53,101.41,32.72,5.95,437.05,NONE
JD-012,2024-02-07,Pune,10.41,90.18,25.72,14.9,447.46,NONE
JD-012,2024-02-08,Pune,9.94,90.25,36.8,11.1,457.39,NONE
JD-012,2024-02-09,Pune,11.79,103.89,33.44,10.61,469.18,NONE
JD-012,2024-02-10,Pune,9.85,76.33,24.73,15.6,479.03,NONE
JD-012,2024-02-11,Pune,6.32,55.14,22.75,18.1,485.35,NONE
JD-012,2024-02-12,Pune,6.27,44.75,23.08,23.67,491.62,NONE
JD-012,2024-02-13,Pune,10.94,84.54,47.06,17.17,502.56,NONE
JD-012,2024-02-14,Pune,11.77,95.1,43.49,6.27,514.33,NONE
JD-012,2024-02-15,Pune,7.17,68.61,38.25,10.76,521.5,NONE
JD-012,2024-02-16,Pune,4.96,44.23,42.15,12.48,526.46,NONE
JD-012,2024-02-17,Pune,11.61,83.53,29.59,23.42,538.06,NONE
JD-012,2024-02-18,Pune,6.57,51.07,38.07,21.48,544.63,NONE
JD-012,2024-02-19,Pune,4.83,45.92,47.68,8.63,549.46,NONE
JD-012,2024-02-20,Pune,9.7,78.64,33.22,20.67,559.15,NONE
JD-012,2024-02-21,Pune,11.7,87.29,33.89,14.62,570.86,NONE
JD-012,2024-02-22,Pune,7.01,56.47,20.33,18.71,577.87,NONE
JD-012,2024-02-23,Pune,7.49,57.15,48.45,21.05,585.36,NONE
JD-012,2024-02-24,Pune,7.89,62.28,41.9,10.76,593.25,NONE
JD-012,2024-02-25,Pune,5.89,52.88,19.89,6.9,599.14,NONE
JD-012,2024-02-26,Pune,4.05,30.51,20.95,24.92,603.19,NONE
JD-012,2024-02-27,Pune,6.31,47.43,27.28,23.72,609.5,NONE
JD-012,2024-02-28,Pune,8.16,65.77,50.56,12.9,617.66,NONE
JD-012,2024-02-29,Pune,6.68,51.18,32.31,11.33,624.34,NONE
JD-012,2024-03-01,Pune,9.42,74.12,39.66,6.32,633.76,NONE
JD-012,2024-03-02,Pune,5.53,45.16,52.9,12.55,639.29,NONE
JD-012,2024-03-03,Pune,9.31,72.48,23.08,6.17,648.6,NONE
JD-012,2024-03-04,Pune,6.44,48.56,24.81,20.22,655.05,NONE
JD-012,2024-03-05,Pune,4.13,35.27,32.38,15.13,659.17,NONE
JD-012,2024-03-06,Pune,8.5,67.42,29.27,19.67,667.68,NONE
JD-012,2024-03-07,Pune,10.97,83.65,22.0,22.96,678.65,NONE
JD-012,2024-03-08,Pune,6.8,57.99,31.64,7.52,685.44,NONE
JD-012,2024-03-09,Pune,8.71,73.75,25.88,14.04,694.16,NONE
JD-012,2024-03-10,Pune,10.38,89.52,21.97,15.96,704.53,NONE
JD-012,2024-03-11,Pune,9.62,87.92,41.57,8.05,714.16,NONE
JD-012,2024-03-12,Pune,9.68,85.65,19.31,13.23,723.84,NONE
JD-012,2024-03-13,Pune,6.66,58.82,26.36,16.82,730.5,NONE
JD-012,2024-03-14,Pune,11.31,103.45,52.33,24.57,741.81,NONE
JD-012,2024-03-15,Pune,4.09,35.58,33.6,22.2,745.89,NONE
JD-012,2024-03-16,Pune,6.01,57.81,41.0,20.87,751.91,NONE
JD-012,2024-03-17,Pune,4.68,35.61,46.33,5.44,756.59,NONE
JD-012,2024-03-18,Pune,10.54,75.59,42.6,12.3,767.13,NONE
JD-012,2024-03-19,Pune,8.89,79.08,31.01,7.16,776.02,NONE
JD-012,2024-03-20,Pune,4.56,39.3,37.57,19.84,780.58,NONE
JD-012,2024-03-21,Pune,8.08,66.27,33.06,5.53,788.65,NONE
JD-012,2024-03-22,Pune,6.68,64.17,50.57,11.59,795.34,NONE
JD-012,2024-03-23,Pune,8.7,80.72,34.65,5.36,804.04,NONE
JD-012,2024-03-24,Pune,4.6,38.73,54.09,18.86,808.64,NONE
JD-012,2024-03-25,Pune,4.57,34.79,46.8,21.83,813.2,NONE
JD-012,2024-03-26,Pune,8.94,78.36,19.45,21.57,822.15,NONE
JD-012,2024-03-27,Pune,10.31,80.31,44.5,9.3,832.45,NONE
JD-012,2024-03-28,Pune,4.32,33.05,24.98,11.75,836.77,NONE
JD-012,2024-03-29,Pune,7.35,61.88,35.96,10.41,844.12,NONE
JD-012,2024-03-30,Pune,4.23,36.68,32.98,10.97,848.36,NONE
JD-012,2024-03-31,Pune,10.94,98.66,49.98,14.9,859.29,NONE
JD-012,2024-04-01,Pune,5.05,44.89,25.99,13.82,864.34,NONE
JD-012,2024-04-02,Pune,4.52,41.67,23.04,23.06,868.86,NONE
JD-012,2024-04-03,Pune,10.91,90.7,45.81,17.39,879.77,NONE
JD-012,2024-04-04,Pune,10.42,85.77,47.33,14.25,890.2,NONE
JD-012,2024-04-05,Pune,11.53,96.44,35.44,20.7,901.72,NONE
JD-012,2024-04-06,Pune,10.57,90.26,25.03,14.36,912.3,NONE
JD-012,2024-04-07,Pune,11.74,106.14,48.27,5.66,924.04,E001
JD-012,2024-04-08,Pune,7.74,67.9,48.96,5.99,931.79,NONE
JD-012,2024-04-09,Pune,10.82,92.2,25.67,11.35,942.6,NONE
JD-012,2024-04-10,Pune,6.26,53.03,20.31,8.17,948.86,NONE
JD-012,2024-04-11,Pune,10.5,78.49,27.0,14.07,959.36,NONE
